MASTER_DEAL_NO,NINAMES,MASTER_DEAL_DATE,AMENDDATE,AMENDED,PRINCIPALAMOUNT,AVGLIFE,BFO,BPSPREAD,BUSINESSS,COUPON,CALLPRICE,CALLPREMIUM,CALLTYPELONG,CALLYEARS,CUSIP,CURRENCY,CUSIP9,CVTDATE,CVTENDDATE,CVTPRICE,CVTPREMIUM,CVTSHARES,POSTPONED_DATE,WITHDRAWN_DATE2,WITHDRAWN_DATE,DAYSINREGISTRATION,DESCRIPTION,DS_TICKER,EXPECTEDDATE,EXCHANGE,UPTICKER,FILEAMOUNT,FILINGDATE,FINALMATURITY_YYYY,FIRST_COUPON_DATE,FIRSTRADEDATE,FINALMATURITY,FOUNDED,GROSS,GROSSPERCENT,GTRCUSIP,HIGHFILEPRICE,INITDIVDATE,INDUSTRY,INITIAL_COUPON_DATE,IP,IPO,IPO_TO_PRESENT,IPODATE,ISIN,ISSUE_DISCOUNT,ISSUEADVISOR,ISSUEADVISORLONG,LASTSALEDATE,LAUNCH_DATE,LOWFILEPRICE,LISTING_DATE,LISTIPO,LISTMAIN,MATURITY,MATURITY_YYYY,MOODY,MIDFILEPRICE,MGTFEE,MGTFEEPERCENT,MARKET,MTGISSUERTYPE,MORTGAGETYPE,MKTVALUEPF,NATION,calldate,ORIGINATOR,OFFERPRIC,PAYMENTDATE,PERPETUAL,PRICECURRENT,PRIMARYSHARES,PROCEEDSOVERSOLD,RANK1_OVERALLOT_TOTDOLAMTPR,PRICESAMEDAY,PUTDATE,QMATURITY,QUIET_PERIOD,REALLOW,REGISTRATION_STATUS,REGISTRATION_STATUS_LONG,REGRIGHTS,SELLCONC,SELLCONCPERCENT,SECREGF,SECONSHARES,SECURITY,SEDOL_INT,SELL_SHRHLDR_ELIG,SELL_SHRHLDR_ELIG_FLAG_YN,SETTLEMENT_DATE,SHARES,SH_SHAREHOLDERS,SHAREHOLDER_TAKE_UP_PCT,SHAREHOLDER_TAKE_UP_PCT_ALL,SHAREHOLDER_UNDISCLOSED,SHARESFILED,SICDESC,SICP,SIMOFFCUS,SINKEND,SINKPCT,SINKSTART,SINKTOTAL,SP,SPINNINAMES,SPINAFTER,SPINBEFORE,STATE,TICKER,TOTAL,TOTDOLAMT,TOTDOLAMTFILED,TOTGROSSMIL,TOTALSHARESFILED,UNDFEE,UNDFEEPERCENT,UPCUSIP,UPSEDOL,UPSICP,SPINCUSIP,YIELD,YEAR,SPINTICKER,YEARSTOPAR,MAIN_TRANCHE,TRANCHE_ID,PACKAGE_ID,REALLOWPERCENT,ALLOT_CUSIP,HIGHTECH,SIC_PRINT,MAX_COUPON_PAYMENT_DATE,MIN_COUPON_PAYMENT_DATE,MAX_CS_CALLDATE,MIN_CS_CALLDATE,MAX_EVENT_HISTORY_DATE,MIN_EVENT_HISTORY_DATE,MAX_LOCK_DATE,MIN_LOCK_DATE,MAX_LOCKUP_DAYS,MIN_LOCKUP_DAYS,MAX_DAYS_LEFT,MIN_DAYS_LEFT,ASSETTYPE_PRINT,MAX_LOC_DATE
1000384114,Australian Platinum Mines NL,2000-03-29,,,0.306,,,,Platinum mining company,,,,,,05292J,AU,,,,,,,,,,,"1,000,000.0 Ordinary Shares",APUX,,Australia,APU,,2000-03-29,,,,,,,,,,,Natural Resource,,05292J,No,,,AU000000APU9,,,,,2000-03-29,,2000-03-29,AUSLA,AUSLA,,,,,,0.0,Australia Private,,,9.1,Australia,,,0.500,,,,1000000,0.306,0.708,,,,,,,,,,,,,Ordinary Shares,6058887,Yes,Yes,,1000000,,,,No,,"Miscellaneous metal ores, nec",1099,05292J,,,,,,,,,Foreign,APU,4879000,0.708,,,,,,05292J,6058887,1099,,0.0,2000,,,N,836341.0,836340.0,,,Primary Business not Hi-Tech,1099,,,,,,,,,,,,,,
1000385114,Cityview Energy Corp Ltd,2000-03-29,,,0.325,,,,"Oil,gas expl,prodn",,,,,,17871Y,AU,,,,,,,,,,,"700,000.0 Ordinary Shares",CTVWF,,Sm Cap Mkt,CVCLF,,2000-03-29,,,,,,,,,,,Natural Resource,,17871Y,No,,,,,,,,2000-03-29,,2000-03-29,AUSLA,AUSLA,,,,,,0.0,Australia Private,,,17.8,Australia,,,0.760,,,0.003,700000,0.325,0.325,,,,,,,,,,,,,Ordinary Shares,6193517,Yes,Yes,,700000,,,,No,,Crude petroleum and natural gas,1311,,,,,,,,,,Foreign,CVCLF,700000,0.325,,,,,,17871Y,6193517,1311,,0.0,2000,,,Y,1010080.0,993644.0,,,Primary Business not Hi-Tech,1311/1381/1382,,,,,,,,,,,,,,
1000386114,Golden Cross Resources NL,2000-03-29,,,0.477,,,,"Gold,base metal mining",,,,,,38078N,AU,,,,,,,,,,,"6,000,000.0 Ordinary Shares",GCRX,,Australia,GCR,,2000-03-29,,,14698,,,,,,,,Natural Resource,,38078N,No,,,AU000000GCR0,-94.348,,,,2000-03-29,,2000-03-29,AUSLA,AUSLA,,,,,,0,Australia Private,,,4.8,Australia,,,0.130,,,0.014,6000000,0.477,0.477,1.802,,,,,,,,,,,,Ordinary Shares,BP91150,Yes,Yes,,6000000,,,,No,,Gold ores,1041,38078N,,,,,,,,,Foreign,GCR,6000000,0.477,,,,,,38078N,BP91150,1041,,0,2000,,,Y,836345.0,836344.0,,,Primary Business not Hi-Tech,1041/1099,,,,,,,,,,,,,,
1000387114,Golden Cross Resources NL,2000-03-29,,,0.112,,,,"Gold,base metal mining",,,,,,38078N,AU,,,,,,,,,,,"23,000,000.0 Option",GCRX,,Australia,GCR,,2000-03-29,,,14698,,,,,,,,Natural Resource,,38078N,No,,,AU000000GCR0,-99.652,,,,2000-03-29,,2000-03-29,AUSLA,AUSLA,,,,,,0,Australia Private,,,,Australia,,,0.008,,,,23000000,0.112,0.112,1.802,,,,,,,,,,,,Option,BP91150,Yes,Yes,,23000000,,,,No,,Gold ores,1041,38078N,,,,,,,,,Foreign,GCR,23000000,0.112,,,,,,38078N,BP91150,1041,,0,2000,,,Y,1010081.0,993645.0,,,Primary Business not Hi-Tech,1041/1099,,,,,,,,,,,,,,
1000388114,Lafayette Mining NL,2000-03-29,,,0.263,,,,Gold mining,,,,,,50653A,AU,,,,,,,,,,,"3,078,406.0 Ordinary Shares",THBX,,Australia,LAF,,2000-03-29,,,14698,,,,,,,,Natural Resource,,50653A,No,,,AU000000LAF9,-48.148,,,,2000-03-29,,2000-03-29,AUSLA,AUSLA,,,,,,0,Australia Private,,,12,Australia,,,0.140,,,0.013,3078406,0.263,0.263,0.156,,,,,,,,,,,,Ordinary Shares,BRBZQL5,Yes,Yes,,3078406,,,,No,,Gold ores,1041,,,,,,,,,,Foreign,LAF,3078406,0.263,,,,,,50653A,BRBZQL5,1041,,0,2000,,,Y,836347.0,836346.0,,,Primary Business not Hi-Tech,1041,,,,,,,,,,,,,,
1000389114,Protel International Ltd,2000-03-29,,,20.163,,,,Develop EDA software,,,,,,74387H,AU,,,,,,,,,,,"6,000,000.0 Ordinary Shares",ALUX,,Australia,PRI,,2000-03-16,,,,,,,,,,,Pers/Bus/Rep Svc,,74387H,No,,,AU000000PRI8,,,,,2000-03-16,,2000-03-29,AUSLA,AUSLA,,,,,,0,Australia Private,,,231,Australia,,,5.500,,,0.141,6000000,20.163,20.163,,,,,,,,,,,,,Ordinary Shares,6167697,Yes,Yes,,6000000,,,,No,,Computer programming services,7371,,,,,,,,,,Foreign,PRI,6000000,20.163,,,,,,74387H,6167697,7371,,0,2000,,,Y,1010082.0,993646.0,,,Applications Software(Business|Programming Services,7371/7372,,,,,,,,,,,,,,
1000390114,Sabre Resources Ltd,2000-03-29,,,0.428,,,,Mineral mining company,,,,,,78578N,AU,,,,,,,,,,,"10,000,000.0 Ordinary Shares",SBRX,,Australia,SBR,,2000-03-20,,,14698,,9505,,,,,,Natural Resource,,78578N,No,,,AU0000SBRDA9,-20.455,,,,2000-03-20,,2000-03-29,AUSLA,AUSLA,,,,,,0,Australia Private,,,5.5,Australia,,,0.070,,,,10000000,0.428,0.428,0.067,,,,,,,,,,,,Ordinary Shares,6261618,Yes,Yes,,10000000,,,,No,,"Ferroalloy ores, except vanadium",1061,,,,,,,,,,Foreign,SBR,10000000,0.428,,,,,,78578N,6261618,1061,,0,2000,,,Y,1010083.0,993647.0,,,Primary Business not Hi-Tech,1061/1094/1031/1021/1041/1044,,,,,,,,,,,,,,
1000391114,Strata Mining Corp NL,2000-03-29,,,1.563,,,,Gold mining,,,,,,86251C,AU,,,,,,,,,,,"51,160,000.0 Ordinary Shares",DSEDDX,,Australia,STT,,2000-03-29,,,14698,,,,,,,,Natural Resource,,86251C,No,,,AU000000STT5,455.556,,,,2000-03-29,,2000-03-29,AUSLA,AUSLA,,,,,,0,Australia Private,,,7.5,Australia,,,0.050,,,0.003,51160000,1.563,1.563,0.005,,,,,,,,,,,,Ordinary Shares,BYV57V1,Yes,Yes,,51160000,,,,No,,Gold ores,1041,,,,,,,,,,Foreign,STT,51160000,1.563,,,,,,86251C,BYV57V1,1041,,0,2000,,,Y,1011086.0,994644.0,,,Primary Business not Hi-Tech,1041,,,,,,,,,,,,,,
1000392114,Sun Resources NL,2000-03-29,,,0.744,,,,"Oil,gas exploration,production company",,,,,,86686F,AU,,,,,,,,,,,"8,826,146.0 Ordinary Shares",PRMX,,Australia,SUR,,2000-03-15,,,14698,,,,,,,,Natural Resource,,86686F,No,,,AU000000SUR7,-8,,,,2000-03-15,,2000-03-29,AUSLA,AUSLA,,,,,,0,Australia Private,,,5.7,Australia,,,0.138,14698,,0.005,8826146,0.744,0.744,0.101,,,,,,,,,,,,Ordinary Shares,BHR0FQ2,Yes,Yes,14698,8826146,,,,No,,Crude petroleum and natural gas,1311,,,,,,,,,,Foreign,SUR,8826146,0.744,,,,,,86686F,BHR0FQ2,1311,,0,2000,,,Y,1010084.0,993648.0,,,Primary Business not Hi-Tech,1311/1381/1382,,,,,,,,,,,,,,
1000393114,Astro Mining NL,2000-03-29,,,0.118,,,,"Diamond,mineral mining",,,,,,04638E,AU,,,,,,,,,,,"19,328,749.0 Option",ASEX,,Australia,ARO,,2000-01-26,,,14643,,,,,,,,Natural Resource,,04638E,No,,,AU000000ARO8,-97.143,,,,2000-01-26,,2000-02-03,AUSLA,AUSLA,,,,,,0,Australia Public,,,0.7,Australia,,,0.010,,,,19328749,0.118,2.317,0.318,,,,,,,,,,,,Option,BNG9XY6,Yes,Yes,,19328749,19328749,57.317,57.317,No,,"Miscellaneous nonmetallic minerals, except fuels",1499,04638E,,,,,,,,,Foreign,ARO,33722349,2.317,,,,,,04638E,BNG9XY6,1499,,0,2000,,,N,1010079.0,993643.0,,,Primary Business not Hi-Tech,1499/1099,,,,,2000-03-06,2000-03-06,,,,,,,,
1000394114,Barron Entertainment Ltd,2000-03-30,,,3.367,,,,Pvd entertainment services,,,,,,06701J,AU,,,,,,,,,,,"28,200,000.0 Ordinary Shares",BAEX,,Australia,BAE,,2000-03-13,,,,,,,,,,,Leisure,,06701J,No,,,AU000000BAE3,,,,,2000-03-13,,2000-03-30,AUSLA,AUSLA,,,,,,0.0,Australia Private,,,12.6,Australia,,,0.195,,,,28200000,3.367,3.857,,,,,,,,,,,,,Ordinary Shares,,Yes,Yes,,28200000,,,,No,,"Bands, actors, and other entertainers and groups",7929,06701J,,,,,,,,,Foreign,BAE,32200000,3.857,,,,,,06701J,,7929,,0.0,2000,,,Y,1007667.0,836352.0,,,Primary Business not Hi-Tech,7929,,,,,,,,,,,,,,
1000395114,Barron Entertainment Ltd,2000-03-30,,,0.49,,,,Pvd entertainment services,,,,,,06701J,AU,,,,,,,,,,,"4,000,000.0 Ordinary Shares",BAEX,,Australia,BAE,,2000-03-30,,,,,,,,,,,Leisure,,06701J,No,,,AU000000BAE3,,,,,2000-03-30,,2000-03-30,AUSLA,AUSLA,,,,,,0.0,Australia Private,,,12.9,Australia,,,0.200,,,,4000000,0.49,3.857,,,,,,,,,,,,,Ordinary Shares,,Yes,Yes,,4000000,,,,No,,"Bands, actors, and other entertainers and groups",7929,06701J,,,,,,,,,Foreign,BAE,32200000,3.857,,,,,,06701J,,7929,,0.0,2000,,,N,836353.0,836352.0,,,Primary Business not Hi-Tech,7929,,,,,,,,,,,,,,
1000396114,Beach Petroleum NL,2000-03-30,,,1.225,,,,"Oil and gas exploration,prodn",,,,,,07338T,AU,,,,,,,,,,,"50,000,000.0 Ordinary Shares",BPTX,,Australia,BPT,,2000-03-21,,,,,,,,,,,Natural Resource,,07338T,No,,,AU000000BPT9,,,,,2000-03-21,,2000-03-30,AUSLA,AUSLA,,,,,,0.0,Australia Private,,,12.6,Australia,,,0.040,,,,50000000,1.225,1.225,,,,,,,,,,,,,Ordinary Shares,6088204,Yes,Yes,,50000000,,,,No,,Crude petroleum and natural gas,1311,,,,,,,,,,Foreign,BPT,50000000,1.225,,,,,,07338T,6088204,1311,,0.0,2000,,,Y,1010085.0,993649.0,,,Primary Business not Hi-Tech,1311/1381/1382,,,,,,,,,,,,,,
1000397114,Deepgreen Minerals Corp Ltd,2000-03-30,,,1.102,,,,Coal mining,,,,,,24369Z,AU,,,,,,,,,,,"60,000,000.0 Ordinary Shares",DPGMF,,Australia,DGM,,2000-03-23,,,,,,,,,,,Natural Resource,,24369Z,No,,,AU000000DGM9,,,,,2000-03-23,,2000-03-30,AUSLA,AUSLA,,,,,,0.0,Australia Private,,,28.5,Australia,,,0.030,,,,60000000,1.102,1.102,,,,,,,,,,,,,Ordinary Shares,6102256,Yes,Yes,,60000000,,,,No,,Bituminous coal and lignite surface mining,1221,,,,,,,,,,Foreign,DGM,60000000,1.102,,,,,,24369Z,6102256,1221,,0.0,2000,,,Y,1010086.0,993650.0,,,Primary Business not Hi-Tech,1221/1241/1222/8711/6282,,,,,,,,,,,,,,
1000398114,First Australian Resources Ltd,2000-03-30,,,0.196,,,,"Oil,gas expl,prodn",,,,,,31865U,AU,,,,,,,,,,,"2,000,000.0 Ordinary Shares",FARX,,Australia,FAR,,2000-03-14,,,,,,,,,,,Natural Resource,,31865U,No,,,AU000000FAR6,,,,,2000-03-14,,2000-03-30,AUSLA,AUSLA,,,,,,0,Australia Private,,,10.5,Australia,,,0.160,,,0.048,2000000,0.196,0.196,,,,,,,,,,,,,Ordinary Shares,6339355,Yes,Yes,,2000000,,,,No,,Crude petroleum and natural gas,1311,,,,,,,,,,Foreign,FAR,2000000,0.196,,,,,,31865U,6339355,1311,,0,2000,,,Y,836309.0,836308.0,,,Primary Business not Hi-Tech,1311/1381/1382,,,,,,,,,,,,,,
1000399114,Lakes Oil NL,2000-03-30,,,0.735,,,,"Oil,gas exploration,prodn co",,,,,,51207A,AU,,,,,,,,,,,"24,000,000.0 Ordinary Shares",LKOX,,Australia,LKO,,2000-03-16,,,,,-5113,,,,,,Natural Resource,,51207A,No,,,,,,,,2000-03-16,,2000-03-30,AUSLA,AUSLA,,,,,,0,Australia Private,,,12.1,Australia,,,0.050,,,0.008,24000000,0.735,0.735,,,,,,,,,,,,,Ordinary Shares,BPP3S71,Yes,Yes,,24000000,,,,No,,Crude petroleum and natural gas,1311,,,,,,,,,,Foreign,LKO,24000000,0.735,,,,,,51207A,BPP3S71,1311,,0,2000,,,Y,1010087.0,993651.0,,,Primary Business not Hi-Tech,1311/1381/1382,,,,,,,,,,,,,,
1000400114,Nugold Hill Mines Ltd,2000-03-30,,,1.512,,,,Gold mining,,,,,,67090C,AU,,,,,,,,,,,"6,500,000.0 Ordinary Shares",CGIX,,Australia,NGH,,2000-03-30,,,,,,,,,,,Natural Resource,,67090C,No,,,AU000000NGH8,,,,,2000-03-30,,2000-03-30,AUSLA,AUSLA,,,,,,0.0,Australia Private,,,16.5,Australia,,,0.380,,,0.036,6500000,1.512,1.512,,,,,,,,,,,,,Ordinary Shares,6651758,Yes,Yes,,6500000,,,,No,,Gold ores,1041,,,,,,,,,,Foreign,NGH,6500000,1.512,,,,,,67090C,6651758,1041,,0.0,2000,,,Y,836355.0,836354.0,,,Primary Business not Hi-Tech,1041,,,,,,,,,,,,,,
